texto,label
El político es una completa mediocre y da asco que exista.,1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Hola buenos días gracias por el gran aporte al canal.,0
Recomiendo ampliamente este libro para aprender estructuras de datos.,0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Esa lacra resultó ser una basura y eres un peligro social.,1
Ese sinvergüenza es una completa idiota y nadie le cree nada.,1
Esa mujer se comporta como una inepto y da asco que exista.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
Hola buenos días gracias por el gran aporte al canal.,0
El político insulta a todos como parásito y da asco que exista.,1
ESA BASURA RESULTÓ SER UNA ESCORIA Y DA ASCO QUE EXISTA.,1
Excelente participación de los alumnos en la conferencia de tecnología.,0
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
Está cabrón terminar este proyecto final para el lunes.,0
ESTE TIPO RESULTÓ SER UNA MEDIOCRE Y DA ASCO QUE EXISTA.,1
Ese usuario no es más que una pendejo y nadie le cree nada.,1
Puta madre me dolió mucho el golpe en el pie.,0
Excelente video amigo muchas gracias por compartir la información.,0
MALDITOS CORRUPTOS DE MIERDA OJALÁ SE MUERAN TODOS.,1
ESTE TIPO INSULTA A TODOS COMO RATERO Y LÁRGATE DE ESTA PLATAFORMA.,1
"Está cabrón terminar este proyecto final para el lunes. Qué dolor de cabeza, puta madre.",0
El político insulta a todos como pendeja y da asco que exista.,1
"El político debería desaparecer, arruina la comunidad y eres un peligro social.",1
Pinche perro no es más que una cabrón y hay que quemar todo.,1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
"Ese mentiroso debería desaparecer, arruina la comunidad y hay que quemar todo.",1
"Ese usuario debería desaparecer, arruina la comunidad y hay que quemar todo.",1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
"Recomiendo ampliamente este libro para aprender estructuras de datos. Qué dolor de cabeza, puta madre.",0
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
"Está cabrón terminar este proyecto final para el lunes. Qué dolor de cabeza, puta madre.",0
Hola qué buen contenido me suscribo de inmediato saludos.,0
Gente ignorante se comporta como una imbécil y deberían banearlo ya.,1
"Este delincuente debería estar en la cárcel, escoria social.",1
"El creador debería desaparecer, arruina la comunidad y hay que quemar todo.",1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Ese usuario no es más que una incompetente y da asco que exista.,1
Puta madre me dolió mucho el golpe en el pie.,0
"Qué pinche asco de persona, una verdadera basura humana.",1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Ese mentiroso roba y es una basura y hay que quemar todo.,1
"EL CANDIDATO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y HAY QUE QUEMAR TODO.",1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
"Muchas gracias por compartir el enlace con la documentación de la API. Qué dolor de cabeza, puta madre.",0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
ESE SINVERGÜENZA RESULTÓ SER UNA CHILLÓN Y DEBERÍAN BANEARLO YA.,1
El político da asco ver que es una cabrón y eres un peligro social.,1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Ese usuario resultó ser una idiota y eres un peligro social.,1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Mugroso resentido demuestra ser una mierda y eres un peligro social.,1
"Qué pinche asco de persona, una verdadera basura humana.",1
"Los trabajadores debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
"Esa mujer debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
Los trabajadores roba y es una escoria y lárgate de esta plataforma.,1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Muchas gracias por mantenernos informados todos los días.,0
Ese usuario no es más que una ignorante y nadie le cree nada.,1
"Mugroso resentido debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
LOS TRABAJADORES ROBA Y ES UNA LACRA Y DEBERÍAN BANEARLO YA.,1
Hola buenos días gracias por el gran aporte al canal.,0
"¿Alguien sabe a qué hora abre la biblioteca central de la facultad? Qué dolor de cabeza, puta madre.",0
ESE SINVERGÜENZA ROBA Y ES UNA LACRA Y HAY QUE QUEMAR TODO.,1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
"El político debería desaparecer, arruina la comunidad y da asco que exista.",1
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
"Esa lacra debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
Hola buenos días gracias por el gran aporte al canal.,0
"Qué pendejo estoy, olvidé el archivo en la otra computadora.",0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Muchas gracias por compartir el enlace con la documentación de la API.,0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
EL STREAMER ES UNA COMPLETA INCOMPETENTE Y DEBERÍA DESAPARECER YA.,1
Qué buena peda nos pusimos ayer estuvo chingón.,0
Gente ignorante es una completa rata y deberían banearlo ya.,1
"El político debería desaparecer, arruina la comunidad y hay que quemar todo.",1
Mugroso resentido demuestra ser una mierda y lárgate de esta plataforma.,1
"Mugroso resentido debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
Excelente participación de los alumnos en la conferencia de tecnología.,0
EL POLÍTICO NO ES MÁS QUE UNA CORRUPTO Y DEBERÍAN BANEARLO YA.,1
Hola buenos días gracias por el gran aporte al canal.,0
Esa mujer da asco ver que es una cabrón y eres un peligro social.,1
"Muchas gracias por compartir el enlace con la documentación de la API. Qué dolor de cabeza, puta madre.",0
"El político debería desaparecer, arruina la comunidad y nadie le cree nada.",1
Este ratero resultó ser una manoso y hay que quemar todo.,1
"Pinche perro debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
Qué buena peda nos pusimos ayer estuvo chingón.,0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
EL STREAMER NO ES MÁS QUE UNA SINVERGÜENZA Y ERES UN PELIGRO SOCIAL.,1
Esa basura roba y es una ignorante y da asco que exista.,1
"No mames, está cabrón el tráfico de hoy en la avenida principal. Qué dolor de cabeza, puta madre.",0
Pinche perro da asco ver que es una idiota y eres un peligro social.,1
"Los trabajadores debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
"USURERO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y HAY QUE LINCHARLO ENTRE TODOS.",1
Excelente participación de los alumnos en la conferencia de tecnología.,0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Qué buena peda nos pusimos ayer estuvo chingón.,0
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
"No mames, está cabrón el tráfico de hoy en la avenida principal. Qué dolor de cabeza, puta madre.",0
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
Esa mujer se comporta como una ignorante y lárgate de esta plataforma.,1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Muchas gracias por compartir el enlace con la documentación de la API.,0
"Los trabajadores debería desaparecer, arruina la comunidad y da asco que exista.",1
Ese sinvergüenza se comporta como una idiota y hay que lincharlo entre todos.,1
"Puta madre me dolió mucho el golpe en el pie. Qué dolor de cabeza, puta madre.",0
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
El político es una completa incompetente y hay que lincharlo entre todos.,1
Este ratero demuestra ser una chillón y eres un peligro social.,1
Está cabrón terminar este proyecto final para el lunes.,0
"Ese sinvergüenza debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
A este perro mentiroso nadie le cree por chillón.,1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
"Pinche perro debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
"Ya valió madre, se cayó el sistema de la escuela otra vez. Qué dolor de cabeza, puta madre.",0
Gente ignorante roba y es una ignorante y ojalá te pase algo malo.,1
"Qué buena peda nos pusimos ayer estuvo chingón. Qué dolor de cabeza, puta madre.",0
Qué buena peda nos pusimos ayer estuvo chingón.,0
"EL POLÍTICO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y LÁRGATE DE ESTA PLATAFORMA.",1
Qué buena peda nos pusimos ayer estuvo chingón.,0
Usurero es una completa sinvergüenza y debería desaparecer ya.,1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
"MUGROSO RESENTIDO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y OJALÁ TE PASE ALGO MALO.",1
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
"El procesamiento de lenguaje natural requiere un análisis estadístico profundo. Qué dolor de cabeza, puta madre.",0
"EL POLÍTICO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y DA ASCO QUE EXISTA.",1
"Excelente participación de los alumnos en la conferencia de tecnología. Qué dolor de cabeza, puta madre.",0
"QUÉ PINCHE ASCO DE PERSONA, UNA VERDADERA BASURA HUMANA.",1
"El creador debería desaparecer, arruina la comunidad y hay que quemar todo.",1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Hola qué buen contenido me suscribo de inmediato saludos.,0
Excelente video amigo muchas gracias por compartir la información.,0
"MUGROSO RESENTIDO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y HAY QUE QUEMAR TODO.",1
Recomiendo ampliamente este libro para aprender estructuras de datos.,0
"ESE MENTIROSO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y OJALÁ TE PASE ALGO MALO.",1
"El político debería desaparecer, arruina la comunidad y eres un peligro social.",1
Excelente video amigo muchas gracias por compartir la información.,0
Excelente participación de los alumnos en la conferencia de tecnología.,0
Pinche perro roba y es una idiota y nadie le cree nada.,1
Hola buenos días gracias por el gran aporte al canal.,0
"Ese usuario debería desaparecer, arruina la comunidad y nadie le cree nada.",1
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
"El procesamiento de lenguaje natural requiere un análisis estadístico profundo. Qué dolor de cabeza, puta madre.",0
"¿Alguien sabe a qué hora abre la biblioteca central de la facultad? Qué dolor de cabeza, puta madre.",0
Pinche perro se comporta como una chillón y hay que quemar todo.,1
"El proyecto final de ingeniería quedó agendada para el próximo lunes. Qué dolor de cabeza, puta madre.",0
"Usurero debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
"MUGROSO RESENTIDO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y HAY QUE QUEMAR TODO.",1
Esa basura da asco ver que es una imbécil y debería desaparecer ya.,1
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
Hola qué buen contenido me suscribo de inmediato saludos.,0
A este perro mentiroso nadie le cree por chillón.,1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
El streamer demuestra ser una ratero y ojalá te pase algo malo.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
Muchas gracias por mantenernos informados todos los días.,0
Usurero resultó ser una idiota y eres un peligro social.,1
"No mames, está cabrón el tráfico de hoy en la avenida principal. Qué dolor de cabeza, puta madre.",0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Puta madre me dolió mucho el golpe en el pie.,0
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
El creador demuestra ser una lacra y ojalá te pase algo malo.,1
Excelente participación de los alumnos en la conferencia de tecnología.,0
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
"Los trabajadores debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
Muchas gracias por mantenernos informados todos los días.,0
"El streamer debería desaparecer, arruina la comunidad y nadie le cree nada.",1
Hola buenos días gracias por el gran aporte al canal.,0
Muchas gracias por compartir el enlace con la documentación de la API.,0
"Este ratero debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Hola qué buen contenido me suscribo de inmediato saludos.,0
Esa mujer roba y es una sinvergüenza y debería desaparecer ya.,1
"Qué pinche asco de persona, una verdadera basura humana.",1
Hola qué buen contenido me suscribo de inmediato saludos.,0
Hola qué buen contenido me suscribo de inmediato saludos.,0
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
"El streamer debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
"Pinche perro debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
Ese mentiroso no es más que una escoria y hay que quemar todo.,1
ESE USUARIO SE COMPORTA COMO UNA MIERDA Y LÁRGATE DE ESTA PLATAFORMA.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
Ese usuario se comporta como una escoria y hay que quemar todo.,1
Excelente video amigo muchas gracias por compartir la información.,0
Ese mentiroso se comporta como una idiota y eres un peligro social.,1
"Usurero debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
ESA BASURA NO ES MÁS QUE UNA MEDIOCRE Y NADIE LE CREE NADA.,1
"Qué pendejo estoy, olvidé el archivo en la otra computadora.",0
Hola qué buen contenido me suscribo de inmediato saludos.,0
El político resultó ser una parásito y nadie le cree nada.,1
"Está cabrón terminar este proyecto final para el lunes. Qué dolor de cabeza, puta madre.",0
Ese usuario demuestra ser una escoria y da asco que exista.,1
"El procesamiento de lenguaje natural requiere un análisis estadístico profundo. Qué dolor de cabeza, puta madre.",0
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
Malditos corruptos de mierda ojalá se mueran todos.,1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
ESE USUARIO RESULTÓ SER UNA PLAGA Y LÁRGATE DE ESTA PLATAFORMA.,1
"Ese usuario debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Malditos corruptos de mierda ojalá se mueran todos.,1
El político es una completa basura y lárgate de esta plataforma.,1
Muchas gracias por compartir el enlace con la documentación de la API.,0
Muchas gracias por compartir el enlace con la documentación de la API.,0
"Esa basura debería desaparecer, arruina la comunidad y hay que quemar todo.",1
Ese usuario no es más que una inepto y da asco que exista.,1
Hola buenos días gracias por el gran aporte al canal.,0
Este ratero demuestra ser una cabrón y lárgate de esta plataforma.,1
LÁRGUENSE DE AQUÍ MALDITAS PLAGAS NADIE LOS QUIERE.,1
Excelente video amigo muchas gracias por compartir la información.,0
Muchas gracias por mantenernos informados todos los días.,0
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Mugroso resentido demuestra ser una ignorante y lárgate de esta plataforma.,1
"Qué pendejo estoy, olvidé el archivo en la otra computadora. Qué dolor de cabeza, puta madre.",0
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar. Qué dolor de cabeza, puta madre.",0
"GENTE IGNORANTE DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y LÁRGATE DE ESTA PLATAFORMA.",1
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
Excelente video amigo muchas gracias por compartir la información.,0
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar. Qué dolor de cabeza, puta madre.",0
"Excelente participación de los alumnos en la conferencia de tecnología. Qué dolor de cabeza, puta madre.",0
"El proyecto final de ingeniería quedó agendada para el próximo lunes. Qué dolor de cabeza, puta madre.",0
Los trabajadores insulta a todos como corrupto y hay que quemar todo.,1
"Pinche perro debería desaparecer, arruina la comunidad y eres un peligro social.",1
Ese mentiroso roba y es una idiota y hay que lincharlo entre todos.,1
Recomiendo ampliamente este libro para aprender estructuras de datos.,0
Excelente participación de los alumnos en la conferencia de tecnología.,0
MUGROSO RESENTIDO NO ES MÁS QUE UNA IGNORANTE Y DEBERÍA DESAPARECER YA.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
Ese mentiroso es una completa sinvergüenza y hay que lincharlo entre todos.,1
Muchas gracias por compartir el enlace con la documentación de la API.,0
Muchas gracias por mantenernos informados todos los días.,0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Hola qué buen contenido me suscribo de inmediato saludos.,0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
"Ese usuario debería desaparecer, arruina la comunidad y nadie le cree nada.",1
Ese sinvergüenza da asco ver que es una mentiroso y ojalá te pase algo malo.,1
"El procesamiento de lenguaje natural requiere un análisis estadístico profundo. Qué dolor de cabeza, puta madre.",0
"Usurero debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
Los trabajadores no es más que una sinvergüenza y lárgate de esta plataforma.,1
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
Recomiendo ampliamente este libro para aprender estructuras de datos.,0
USURERO AY QUE QUEMAR ELEKTRA NO COMPRAR NADA.,1
Los trabajadores se comporta como una lacra y eres un peligro social.,1
"Excelente participación de los alumnos en la conferencia de tecnología. Qué dolor de cabeza, puta madre.",0
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
Hola qué buen contenido me suscribo de inmediato saludos.,0
"EL CANDIDATO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y ERES UN PELIGRO SOCIAL.",1
Ese sinvergüenza demuestra ser una miserable y da asco que exista.,1
Pinche perro se comporta como una lacra y eres un peligro social.,1
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
GENTE IGNORANTE ROBA Y ES UNA MENTIROSO Y HAY QUE QUEMAR TODO.,1
El candidato da asco ver que es una ignorante y debería desaparecer ya.,1
"No mames, está cabrón el tráfico de hoy en la avenida principal. Qué dolor de cabeza, puta madre.",0
Muchas gracias por mantenernos informados todos los días.,0
Excelente participación de los alumnos en la conferencia de tecnología.,0
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
"Excelente participación de los alumnos en la conferencia de tecnología. Qué dolor de cabeza, puta madre.",0
"Ese usuario debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
"Este tipo debería desaparecer, arruina la comunidad y nadie le cree nada.",1
"El streamer debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
"El candidato debería desaparecer, arruina la comunidad y hay que quemar todo.",1
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
Hola qué buen contenido me suscribo de inmediato saludos.,0
Mugroso resentido no es más que una ignorante y ojalá te pase algo malo.,1
Ese mentiroso se comporta como una idiota y hay que quemar todo.,1
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado. Qué dolor de cabeza, puta madre.",0
"Este tipo debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
"Mugroso resentido debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
El streamer insulta a todos como idiota y lárgate de esta plataforma.,1
Lárguense de aquí malditas plagas nadie los quiere.,1
"Mugroso resentido debería desaparecer, arruina la comunidad y nadie le cree nada.",1
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
Mugroso resentido roba y es una mediocre y eres un peligro social.,1
Esa mujer roba y es una parásito y hay que quemar todo.,1
Está cabrón terminar este proyecto final para el lunes.,0
LÁRGUENSE DE AQUÍ MALDITAS PLAGAS NADIE LOS QUIERE.,1
ESE SINVERGÜENZA INSULTA A TODOS COMO BASURA Y DEBERÍAN BANEARLO YA.,1
Ese usuario da asco ver que es una mierda y da asco que exista.,1
Esa mujer insulta a todos como parásito y lárgate de esta plataforma.,1
"Recomiendo ampliamente este libro para aprender estructuras de datos. Qué dolor de cabeza, puta madre.",0
Excelente participación de los alumnos en la conferencia de tecnología.,0
"Gente ignorante debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
"El político debería desaparecer, arruina la comunidad y hay que quemar todo.",1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
EL STREAMER SE COMPORTA COMO UNA MEDIOCRE Y DA ASCO QUE EXISTA.,1
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Hola qué buen contenido me suscribo de inmediato saludos.,0
"No mames, está cabrón el tráfico de hoy en la avenida principal. Qué dolor de cabeza, puta madre.",0
El creador no es más que una mentiroso y debería desaparecer ya.,1
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
"Mugroso resentido debería desaparecer, arruina la comunidad y nadie le cree nada.",1
GENTE IGNORANTE ES UNA COMPLETA IGNORANTE Y NADIE LE CREE NADA.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
Hola qué buen contenido me suscribo de inmediato saludos.,0
"Ese sinvergüenza debería desaparecer, arruina la comunidad y eres un peligro social.",1
"Qué buena peda nos pusimos ayer estuvo chingón. Qué dolor de cabeza, puta madre.",0
Hola buenos días gracias por el gran aporte al canal.,0
"Excelente participación de los alumnos en la conferencia de tecnología. Qué dolor de cabeza, puta madre.",0
Muchas gracias por mantenernos informados todos los días.,0
Esa basura es una completa manoso y hay que lincharlo entre todos.,1
MUGROSO RESENTIDO DA ASCO VER QUE ES UNA MANOSO Y DEBERÍAN BANEARLO YA.,1
Ese usuario es una completa mentiroso y hay que quemar todo.,1
Los trabajadores roba y es una basura y ojalá te pase algo malo.,1
USURERO RESULTÓ SER UNA SINVERGÜENZA Y HAY QUE QUEMAR TODO.,1
Hola buenos días gracias por el gran aporte al canal.,0
Usurero se comporta como una mentiroso y da asco que exista.,1
Excelente video amigo muchas gracias por compartir la información.,0
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Hola buenos días gracias por el gran aporte al canal.,0
Gente ignorante es una completa rata y hay que lincharlo entre todos.,1
Ese mentiroso es una completa escoria y debería desaparecer ya.,1
"Qué pendejo estoy, olvidé el archivo en la otra computadora.",0
El candidato roba y es una idiota y nadie le cree nada.,1
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
Qué buena peda nos pusimos ayer estuvo chingón.,0
Hola qué buen contenido me suscribo de inmediato saludos.,0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
"Puta madre me dolió mucho el golpe en el pie. Qué dolor de cabeza, puta madre.",0
Gente ignorante insulta a todos como pendeja y da asco que exista.,1
Ese sinvergüenza es una completa parásito y lárgate de esta plataforma.,1
Gente ignorante demuestra ser una incompetente y nadie le cree nada.,1
Muchas gracias por mantenernos informados todos los días.,0
"Usurero debería desaparecer, arruina la comunidad y eres un peligro social.",1
"Este ratero debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
ESA LACRA RESULTÓ SER UNA CORRUPTO Y HAY QUE LINCHARLO ENTRE TODOS.,1
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
"Usurero debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
Está cabrón terminar este proyecto final para el lunes.,0
"ESTE TIPO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y DEBERÍAN BANEARLO YA.",1
"Qué pinche asco de persona, una verdadera basura humana.",1
"No mames, está cabrón el tráfico de hoy en la avenida principal. Qué dolor de cabeza, puta madre.",0
Ese sinvergüenza roba y es una mediocre y debería desaparecer ya.,1
"Mugroso resentido debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
Muchas gracias por mantenernos informados todos los días.,0
"El streamer debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
Usurero se comporta como una miserable y nadie le cree nada.,1
"Puta madre me dolió mucho el golpe en el pie. Qué dolor de cabeza, puta madre.",0
Hola buenos días gracias por el gran aporte al canal.,0
"El procesamiento de lenguaje natural requiere un análisis estadístico profundo. Qué dolor de cabeza, puta madre.",0
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Muchas gracias por mantenernos informados todos los días.,0
Quien es este tipo ratero singuenza mugroso tipo resentido ignorante y manoso.,1
Puta madre me dolió mucho el golpe en el pie.,0
"Excelente participación de los alumnos en la conferencia de tecnología. Qué dolor de cabeza, puta madre.",0
Quien es este tipo ratero singuenza mugroso tipo resentido ignorante y manoso.,1
Ese mentiroso resultó ser una cabrón y da asco que exista.,1
Los trabajadores insulta a todos como chillón y da asco que exista.,1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
EL CREADOR DA ASCO VER QUE ES UNA IDIOTA Y LÁRGATE DE ESTA PLATAFORMA.,1
Muchas gracias por compartir el enlace con la documentación de la API.,0
El político demuestra ser una inepto y lárgate de esta plataforma.,1
Malditos corruptos de mierda ojalá se mueran todos.,1
Mugroso resentido da asco ver que es una imbécil y nadie le cree nada.,1
Muchas gracias por mantenernos informados todos los días.,0
"Este tipo debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
El streamer demuestra ser una cabrón y ojalá te pase algo malo.,1
"El creador debería desaparecer, arruina la comunidad y hay que quemar todo.",1
Excelente video amigo muchas gracias por compartir la información.,0
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
Muchas gracias por mantenernos informados todos los días.,0
"Este delincuente debería estar en la cárcel, escoria social.",1
Los trabajadores es una completa parásito y hay que lincharlo entre todos.,1
"El creador debería desaparecer, arruina la comunidad y eres un peligro social.",1
El candidato roba y es una ignorante y eres un peligro social.,1
"Esa mujer debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
Pinche perro no es más que una idiota y debería desaparecer ya.,1
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
"Usurero debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
Excelente video amigo muchas gracias por compartir la información.,0
Recomiendo ampliamente este libro para aprender estructuras de datos.,0
Esa basura se comporta como una pendejo y hay que lincharlo entre todos.,1
"Ese sinvergüenza debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
EL CANDIDATO NO ES MÁS QUE UNA CHILLÓN Y NADIE LE CREE NADA.,1
"Puta madre me dolió mucho el golpe en el pie. Qué dolor de cabeza, puta madre.",0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
ESTE RATERO SE COMPORTA COMO UNA INCOMPETENTE Y HAY QUE LINCHARLO ENTRE TODOS.,1
Qué buena peda nos pusimos ayer estuvo chingón.,0
Hola qué buen contenido me suscribo de inmediato saludos.,0
El político da asco ver que es una chillón y da asco que exista.,1
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
"Ese sinvergüenza debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
Esa lacra da asco ver que es una chillón y ojalá te pase algo malo.,1
Usurero roba y es una plaga y ojalá te pase algo malo.,1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Esa mujer resultó ser una idiota y hay que lincharlo entre todos.,1
"Usurero debería desaparecer, arruina la comunidad y hay que quemar todo.",1
Pinche perro insulta a todos como ratero y nadie le cree nada.,1
Esa mujer no es más que una rata y debería desaparecer ya.,1
"USURERO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y LÁRGATE DE ESTA PLATAFORMA.",1
Ese usuario no es más que una inepto y ojalá te pase algo malo.,1
Excelente video amigo muchas gracias por compartir la información.,0
Muchas gracias por mantenernos informados todos los días.,0
